အက္ခရာ,Display Name,မြန်မာအမည်,English / Stage Name,အမျိုးအစား,ကျား/မ,Search Keys,YouTube Keyword,စစ်ဆေးမှု,အရင်းအမြစ်
မ,မေလသံစဉ်,မေလသံစဉ်,,Solo,မသတ်မှတ်,မေလသံစဉ်,မေလသံစဉ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
မ,မေလှမြိုင်,မေလှမြိုင်,,Solo,အမျိုးသမီး,မေလှမြိုင်,မေလှမြိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေသက်ခိုင်,မေသက်ခိုင်,,Solo,အမျိုးသမီး,မေသက်ခိုင်,မေသက်ခိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မေသက်ထားဆွေ,မေသက်ထားဆွေ,May Thet Htar Swe,Solo,အမျိုးသမီး,"မေသက်ထားဆွေ, May Thet Htar Swe, MayThetHtarSwe",မေသက်ထားဆွေ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,User correction
မ,မောင်ကိုကို (ဂီတလုလင်),မောင်ကိုကို (ဂီတလုလင်),,Solo,အမျိုးသား,"မောင်ကိုကို (ဂီတလုလင်), မောင်ကိုကို(ဂီတလုလင်)",မောင်ကိုကို (ဂီတလုလင်) karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မောင်မောင်ကြီး,မောင်မောင်ကြီး,,Solo,အမျိုးသား,မောင်မောင်ကြီး,မောင်မောင်ကြီး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မောင်မောင်ဇော်လတ်,မောင်မောင်ဇော်လတ်,,Solo,အမျိုးသား,မောင်မောင်ဇော်လတ်,မောင်မောင်ဇော်လတ် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
လ,လေးဖြူ,လေးဖြူ,Lay Phyu,Solo,အမျိုးသား,"လေးဖြူ, Lay Phyu, LayPhyu",လေးဖြူ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မျိုးကျော့မြိုင်,မျိုးကျော့မြိုင်,Myo Kyawt Myaing,Solo,အမျိုးသား,"မျိုးကျော့မြိုင်, Myo Kyawt Myaing, MyoKyawtMyaing",မျိုးကျော့မြိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မျိုးကြီး,မျိုးကြီး,Myo Gyi,Solo,အမျိုးသား,"မျိုးကြီး, Myo Gyi, MyoGyi",မျိုးကြီး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မြကြီး,မြကြီး,,Solo,အမျိုးသား,မြကြီး,မြကြီး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
မ,မြင့်မိုးအောင်,မြင့်မိုးအောင်,,Solo,အမျိုးသား,မြင့်မိုးအောင်,မြင့်မိုးအောင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
မ,မြင့်မြင့်ခင်,မြင့်မြင့်ခင်,,Solo,အမျိုးသမီး,မြင့်မြင့်ခင်,မြင့်မြင့်ခင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မြင့်မြင့်ခိုင်,မြင့်မြင့်ခိုင်,,Solo,အမျိုးသမီး,မြင့်မြင့်ခိုင်,မြင့်မြင့်ခိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မြသီတာ,မြသီတာ,,Solo,အမျိုးသမီး,မြသီတာ,မြသီတာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
မ,မွန်းအောင်,မွန်းအောင်,,Solo,အမျိုးသား,မွန်းအောင်,မွန်းအောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ယ,ယုဇန,ယုဇန,Yuzana,Solo,အမျိုးသမီး,"ယုဇန, Yuzana",ယုဇန karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ယ,ယုန်လေး,ယုန်လေး,Yone Lay,Solo,အမျိုးသား,"ယုန်လေး, Yone Lay, YoneLay",ယုန်လေး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ယ,ယူတီစီ ရွှေနှင်းဆီ,ယူတီစီ ရွှေနှင်းဆီ,,Solo,အမျိုးသမီး,"ယူတီစီ ရွှေနှင်းဆီ, ယူတီစီရွှေနှင်းဆီ",ယူတီစီ ရွှေနှင်းဆီ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ယ,ယွန်းမြတ်သူ,ယွန်းမြတ်သူ,,Solo,အမျိုးသမီး,ယွန်းမြတ်သူ,ယွန်းမြတ်သူ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ရ,ရင်ဂို,ရင်ဂို,Ringo,Solo,မသတ်မှတ်,"ရင်ဂို, Ringo",ရင်ဂို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ရ,ရတနာမိုင်,ရတနာမိုင်,Yadanar My,Solo,အမျိုးသမီး,"ရတနာမိုင်, Yadanar My, YadanarMy",ရတနာမိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ရ,ရန်ရန်ချမ်း,ရန်ရန်ချမ်း,,Solo,အမျိုးသား,ရန်ရန်ချမ်း,ရန်ရန်ချမ်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရန်အောင်,ရန်အောင်,,Solo,အမျိုးသား,ရန်အောင်,ရန်အောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရသ,ရသ,,Solo,အမျိုးသား,ရသ,ရသ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ရ,ရာဇာနေဝင်း,ရာဇာနေဝင်း,,Solo,အမျိုးသား,ရာဇာနေဝင်း,ရာဇာနေဝင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရေဗက္ကဝင်း,ရေဗက္ကဝင်း,,Solo,အမျိုးသမီး,ရေဗက္ကဝင်း,ရေဗက္ကဝင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ရ,ရေမွန်,ရေမွန်,Raymond,Solo,အမျိုးသား,"ရေမွန်, Raymond",ရေမွန် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရဲရင့်အောင်,ရဲရင့်အောင်,Ye Yint Aung,Solo,အမျိုးသား,"ရဲရင့်အောင်, Ye Yint Aung, YeYintAung",ရဲရင့်အောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရဲလေး,ရဲလေး,Ye Lay,Solo,အမျိုးသား,"ရဲလေး, Ye Lay, YeLay",ရဲလေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရဲလွင် (မဇ္ဈိမလှိုင်း),ရဲလွင် (မဇ္ဈိမလှိုင်း),,Solo,အမျိုးသား,"ရဲလွင် (မဇ္ဈိမလှိုင်း), ရဲလွင်(မဇ္ဈိမလှိုင်း)",ရဲလွင် (မဇ္ဈိမလှိုင်း) karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ရ,ရွှေထူး,ရွှေထူး,Shwe Htoo,Solo,မသတ်မှတ်,"ရွှေထူး, Shwe Htoo, ShweHtoo",ရွှေထူး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
ရ,ရွှေရည်သိန်းတန်,ရွှေရည်သိန်းတန်,,Solo,အမျိုးသမီး,ရွှေရည်သိန်းတန်,ရွှေရည်သိန်းတန် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ရ,ရွှေလိပ်ပြာ,ရွှေလိပ်ပြာ,,Solo,အမျိုးသမီး,ရွှေလိပ်ပြာ,ရွှေလိပ်ပြာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
လ,ပြည်လှဖေ,ပြည်လှဖေ,,Solo,အမျိုးသား,ပြည်လှဖေ,ပြည်လှဖေ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လင်းနစ်,လင်းနစ်,,Solo,အမျိုးသား,လင်းနစ်,လင်းနစ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လင်းလင်း,လင်းလင်း,Linn Linn,Solo,အမျိုးသား,"လင်းလင်း, Linn Linn, LinnLinn",လင်းလင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လာဇရု,လာဇရု,,Solo,အမျိုးသား,လာဇရု,လာဇရု karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လိမ္မော်သီး,လိမ္မော်သီး,,Solo,အမျိုးသမီး,လိမ္မော်သီး,လိမ္မော်သီး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
လ,လူမင်း,လူမင်း,,Solo,အမျိုးသား,လူမင်း,လူမင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
လ,လေးလေးဝါး,လေးလေးဝါး,,Solo,အမျိုးသမီး,လေးလေးဝါး,လေးလေးဝါး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
လ,လွှမ်းပိုင်,လွှမ်းပိုင်,Hlwan Paing,Solo,အမျိုးသား,"လွှမ်းပိုင်, Hlwan Paing, HlwanPaing",လွှမ်းပိုင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လွှမ်းမိုး,လွှမ်းမိုး,,Solo,အမျိုးသား,လွှမ်းမိုး,လွှမ်းမိုး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
လ,လှိုင်ဘွား,လှိုင်ဘွား,,Solo,အမျိုးသား,လှိုင်ဘွား,လှိုင်ဘွား karaoke,Myanmar Net directory,https://shwe.net/song/list.php
လ,လှိုင်ဦးမော်,လှိုင်ဦးမော်,,Solo,အမျိုးသား,လှိုင်ဦးမော်,လှိုင်ဦးမော် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဝ,ဝင်းဦး,ဝင်းဦး,,Solo,အမျိုးသား,ဝင်းဦး,ဝင်းဦး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဝ,ဝိုင်ဝိုင်း,ဝိုင်ဝိုင်း,Y Wine,Solo,အမျိုးသား,"ဝိုင်ဝိုင်း, Y Wine, YWine",ဝိုင်ဝိုင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဝ,ဝိုင်း,ဝိုင်း,,Solo,အမျိုးသမီး,ဝိုင်း,ဝိုင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဝ,ဝိုင်းစုခိုင်သိန်း,ဝိုင်းစုခိုင်သိန်း,Wyne Su Khaing Thein,Solo,အမျိုးသမီး,"ဝိုင်းစုခိုင်သိန်း, Wyne Su Khaing Thein, WyneSuKhaingThein",ဝိုင်းစုခိုင်သိန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ဝ,ဝိုင်းလေး,ဝိုင်းလေး,Wyne Lay,Solo,အမျိုးသမီး,"ဝိုင်းလေး, Wyne Lay, WyneLay",ဝိုင်းလေး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဝ,ဝေလ,ဝေလ,Wai La,Solo,မသတ်မှတ်,"ဝေလ, Wai La, WaiLa",ဝေလ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
သ,ခွန်သာဒွန်း,ခွန်သာဒွန်း,,Solo,အမျိုးသား,ခွန်သာဒွန်း,ခွန်သာဒွန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,တွံတေးသိန်းတန်,တွံတေးသိန်းတန်,,Solo,အမျိုးသား,တွံတေးသိန်းတန်,တွံတေးသိန်းတန် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,မြန်မာပြည်သိန်းတန်,မြန်မာပြည်သိန်းတန်,,Solo,အမျိုးသား,မြန်မာပြည်သိန်းတန်,မြန်မာပြည်သိန်းတန် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သက်ဆုနဒီ,သက်ဆုနဒီ,,Solo,အမျိုးသမီး,သက်ဆုနဒီ,သက်ဆုနဒီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သက်ထားစံ,သက်ထားစံ,,Solo,အမျိုးသမီး,သက်ထားစံ,သက်ထားစံ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သဇင်,သဇင်,,Solo,အမျိုးသမီး,သဇင်,သဇင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သန်းဖေလေး,သန်းဖေလေး,,Solo,အမျိုးသား,သန်းဖေလေး,သန်းဖေလေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သန်းမြတ်စိုး,သန်းမြတ်စိုး,,Solo,အမျိုးသား,သန်းမြတ်စိုး,သန်းမြတ်စိုး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သန်းလှိုင်၊ ကို,သန်းလှိုင်၊ ကို,,Solo,အမျိုးသား,"သန်းလှိုင်၊ ကို, သန်းလှိုင်၊ကို",သန်းလှိုင်၊ ကို karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သန်းသန်းဆင့်,သန်းသန်းဆင့်,,Solo,အမျိုးသမီး,သန်းသန်းဆင့်,သန်းသန်းဆင့် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
သ,သာဒီးလူ,သာဒီးလူ,Thar Dee Lu,Solo,အမျိုးသား,"သာဒီးလူ, Thar Dee Lu, TharDeeLu",သာဒီးလူ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သားငယ်,သားငယ်,,Solo,အမျိုးသား,သားငယ်,သားငယ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သားစိုး,သားစိုး,Thar Soe,Solo,အမျိုးသား,"သားစိုး, Thar Soe, TharSoe",သားစိုး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သိန်းဇော်,သိန်းဇော်,,Solo,အမျိုးသား,သိန်းဇော်,သိန်းဇော် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သိန်းအောင် (လားရှိုး),သိန်းအောင် (လားရှိုး),,Solo,အမျိုးသား,"သိန်းအောင် (လားရှိုး), သိန်းအောင်(လားရှိုး)",သိန်းအောင် (လားရှိုး) karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သီရိဂျေမောင်မောင်,သီရိဂျေမောင်မောင်,,Solo,အမျိုးသမီး,သီရိဂျေမောင်မောင်,သီရိဂျေမောင်မောင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သီရိစံ,သီရိစံ,,Solo,အမျိုးသမီး,သီရိစံ,သီရိစံ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သီရိဆွေ,သီရိဆွေ,,Solo,အမျိုးသမီး,သီရိဆွေ,သီရိဆွေ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
သ,သုခမိန်လှိုင်,သုခမိန်လှိုင်,,Solo,အမျိုးသား,သုခမိန်လှိုင်,သုခမိန်လှိုင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
သ,သုမောင်,သုမောင်,,Solo,အမျိုးသား,သုမောင်,သုမောင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
သ,သံသာဝင်း,သံသာဝင်း,,Solo,အမျိုးသမီး,သံသာဝင်း,သံသာဝင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဟ,ဟင်္သာတထွန်းရင်,ဟင်္သာတထွန်းရင်,,Solo,အမျိုးသား,ဟင်္သာတထွန်းရင်,ဟင်္သာတထွန်းရင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဟ,ဟန်ထူးလွင်,ဟန်ထူးလွင်,,Solo,အမျိုးသား,ဟန်ထူးလွင်,ဟန်ထူးလွင် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
ဟ,ဟန်ထွန်း,ဟန်ထွန်း,,Solo,အမျိုးသား,ဟန်ထွန်း,ဟန်ထွန်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဟ,ဟယ်ရီလင်း,ဟယ်ရီလင်း,,Solo,အမျိုးသား,ဟယ်ရီလင်း,ဟယ်ရီလင်း karaoke,Myanmar Net directory,https://shwe.net/song/list.php
ဟ,ဟေမာနေဝင်း,ဟေမာနေဝင်း,,Solo,အမျိုးသမီး,ဟေမာနေဝင်း,ဟေမာနေဝင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
ဟ,ဟဲလေး,ဟဲလေး,He' Lay,Solo,မသတ်မှတ်,"ဟဲလေး, He' Lay, He'Lay",ဟဲလေး karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
အ,အကော်ဒီယံအုန်းကျော်,အကော်ဒီယံအုန်းကျော်,,Solo,အမျိုးသား,အကော်ဒီယံအုန်းကျော်,အကော်ဒီယံအုန်းကျော် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အငဲ,အငဲ,Ah Nge,Solo,အမျိုးသား,"အငဲ, Ah Nge, AhNge",အငဲ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အစ္စဏီ,အစ္စဏီ,Issani,Solo,မသတ်မှတ်,"အစ္စဏီ, Issani",အစ္စဏီ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
အ,အနဂ္ဂ,အနဂ္ဂ,Anagga,Solo,အမျိုးသား,"အနဂ္ဂ, Anagga",အနဂ္ဂ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အန်ကိုင်ရာ,အန်ကိုင်ရာ,,Solo,အမျိုးသမီး,အန်ကိုင်ရာ,အန်ကိုင်ရာ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
အ,အမ်ဇော်ရိန်,အမ်ဇော်ရိန်,,Solo,အမျိုးသား,အမ်ဇော်ရိန်,အမ်ဇော်ရိန် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အမွန်း,အမွန်း,,Solo,အမျိုးသမီး,အမွန်း,အမွန်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
အ,အယ်နော်နော်,အယ်နော်နော်,,Solo,အမျိုးသမီး,အယ်နော်နော်,အယ်နော်နော် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အယ်ဖြူ,အယ်ဖြူ,,Solo,အမျိုးသား,အယ်ဖြူ,အယ်ဖြူ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အယ်လ်ခွန်းရီ,အယ်လ်ခွန်းရီ,,Solo,အမျိုးသမီး,အယ်လ်ခွန်းရီ,အယ်လ်ခွန်းရီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အယ်လ်ဆိုင်းဇီ,အယ်လ်ဆိုင်းဇီ,L Sai Zi,Solo,အမျိုးသမီး,"အယ်လ်ဆိုင်းဇီ, L Sai Zi, LSaiZi",အယ်လ်ဆိုင်းဇီ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အရိုး,အရိုး,,Solo,အမျိုးသား,အရိုး,အရိုး karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အာဘွိုင်း,အာဘွိုင်း,Ah Boy,Solo,အမျိုးသား,"အာဘွိုင်း, Ah Boy, AhBoy",အာဘွိုင်း karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အိန္ဒြာကျော်ဇင်,အိန္ဒြာကျော်ဇင်,,Solo,အမျိုးသမီး,အိန္ဒြာကျော်ဇင်,အိန္ဒြာကျော်ဇင် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အိမ့်ချစ်,အိမ့်ချစ်,Eint Chit,Solo,မသတ်မှတ်,"အိမ့်ချစ်, Eint Chit, EintChit",အိမ့်ချစ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
အ,အိမြတ်,အိမြတ်,,Solo,အမျိုးသမီး,အိမြတ်,အိမြတ် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အိအိ,အိအိ,,Solo,အမျိုးသမီး,အိအိ,အိအိ karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသမီး_အဆိုတော်များ
အ,အိုင်ရင်းဇင်မာမြင့်,အိုင်ရင်းဇင်မာမြင့်,,Solo,မသတ်မှတ်,အိုင်ရင်းဇင်မာမြင့်,အိုင်ရင်းဇင်မာမြင့် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://www.viberate.com/music-charts/top-artists-from-myanmar/
အ,အိုင်းရင်းဇင်မာမြင့်,အိုင်းရင်းဇင်မာမြင့်,Irene Zin Mar Myint,Solo,အမျိုးသမီး,"အိုင်းရင်းဇင်မာမြင့်, Irene Zin Mar Myint, IreneZinMarMyint",အိုင်းရင်းဇင်မာမြင့် karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အေသင်ချိုဆွေ,အေသင်ချိုဆွေ,Athen Cho Swe,Solo,အမျိုးသမီး,"အေသင်ချိုဆွေ, Athen Cho Swe, AthenChoSwe",အေသင်ချိုဆွေ karaoke,Myanmar Net directory,https://shwe.net/song/list.php
အ,အောင်ကိုလတ်,အောင်ကိုလတ်,,Solo,အမျိုးသား,အောင်ကိုလတ်,အောင်ကိုလတ် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
အ,အောင်ထက်,အောင်ထက်,,Solo,အမျိုးသား,အောင်ထက်,အောင်ထက် karaoke,အတည်ပြုအရင်းအမြစ်ရှိ,https://my.wikipedia.org/wiki/ကဏ္ဍ:မြန်မာ_အမျိုးသား_အဆိုတော်များ
